Date,New cases,New cases (weekly reporting),Cumulative epidemiological link cases,Cumulative cases,Cumulative Vancouver Coastal,Cumulative Fraser Health,Cumulative Island Health ,Cumulative Interior Health,Cumulative Northern Health,Out of province,Hospitalization (Currently in hospital,Hospital admissions (reported weekly),ICU (Currently in ICU,Recovered,Deaths,Deaths (reported weekly),Cumulative deaths,Active cases,New tests,Tests performed,Positivity rate,Cumulative positivity rate,Omicron cases (cumulative),B.1.1.7 (UK Cumulative total,B.1.351 (SA Cumulative total,P.1 (Brazil Cumulative total,B.1.525 (Nigeria Cumulative total,"Active (""confirmed"" VOC",http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus,Reported #s are typically from the previous day (two days in the case of Mondays.,
2021-12-08,379,,1609,221235,45397,110118,13304,34188,17926,302,224,,77,215884,6,,2369,2874,13761,4739823,0.027541603,0.046675794,,,,,,,,,
2021-12-09,341,,1609,221576,45458,110201,13402,34258,17955,302,220,,73,216185,9,,2378,2915,13846,4753688,0.024628051,0.046611389,,,,,,,,,
2021-12-10,437,,1616,222013,45548,110306,13529,34351,17977,302,211,,72,216542,3,,2381,2994,14535,4768247,0.030065359,0.046560717,10,,,,,,,,
2021-12-11,415,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2021-12-12,365,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2021-12-13,349,,,223142,45750,110648,13836,34551,18055,302,185,,72,217705,5,,2386,2949,12203,,0.028599525,#DIV/0!,,,,,,,,,
2021-12-14,519,,1624,223661,45856,110758,13959,34696,18089,303,191,,81,218001,0,,2386,3171,12203,4815699,0.042530525,0.04644414,44,,,,,,,,
2021-12-15,584,,1626,224245,46036,110930,14068,34788,18120,303,193,,77,218295,7,,2393,3458,14768,4830495,0.039544962,0.046422779,,,,,,,,,
2021-12-16,753,,1627,224998,46276,111162,14205,34887,18165,303,184,,70,218616,3,,2396,3878,,,#DIV/0!,#DIV/0!,135,,,,,,,,
2021-12-17,789,,1631,225785,46562,111348,14352,35018,18204,303,191,,74,218960,3,,2399,4313,,,#DIV/0!,#DIV/0!,302,,,,,,,,
2021-12-18,911,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2021-12-19,832,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2021-12-20,807,,1631,228335,47471,112225,14767,35286,18285,301,185,,77,220348,3,,2402,5435,13602,4909530,0.05932951,0.046508525,,,,,,,,,
2021-12-21,1303,,1641,229643,47996,112644,14969,35424,18308,302,192,,76,220741,1,,2403,6348,14940,4924477,0.087215529,0.046632972,756,,,,,,,,
2021-12-22,1528,,1642,231171,48705,113116,15144,35560,18343,303,187,,71,221280,6,,2409,7307,16259,4940761,0.093978719,0.046788541,,,,,,,,,
2021-12-23,2046,,1647,233217,49585,113857,15392,35683,18396,304,195,,75,221872,1,,2410,8739,20133,4960947,0.101624199,0.047010581,975,,,,,,,,
2021-12-24,2441,,1647,235658,50552,114858,15611,35871,18462,304,192,,71,222604,4,,2414,10415,21123,4982117,0.115561237,0.047300776,1613,,,,,,,,
2021-12-25,2552,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,regular reporting of cases resums dec 29,,
2021-12-26,2023,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,regular reporting of cases resums dec 29,,
2021-12-27,1713,,,241946,52034,118039,16348,36584,18636,305,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,"regular reporting of cases resums dec 29, case counts provided on Monday, Dec. 27, 2021, are preliminary, number of cases were calculated, might be off by a few cases",,
2021-12-28,1785,,,243731,52434,118830,16631,36853,18678,305,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,"regular reporting of cases resums dec 29, Case counts provided on Tuesday, Dec. 28, 2021, are preliminary, number of cases were calculated, might be off by a few cases",,
2021-12-29,2944,,1648,246671,53005,120421,16940,37227,18777,305,206,,66,227780,5,,2419,16014,,,#DIV/0!,#DIV/0!,2452,,,,,,"number of cases were calculated, might be off by a few cases",,
2021-12-30,4383,,1669,251054,53979,122740,17400,37727,18899,309,211,,66,230784,1,,2420,17357,17766,5073751,0.246707194,0.049480946,2825,,,,,,,,
2021-12-31,3795,,1671,254849,54944,124684,17834,38047,19028,312,220,,73,231058,3,,2423,20811,15252,5089120,0.248819827,0.050077224,,,,,,,,,
2022-01-01,4033,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-02,3069,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-03,2230,,,,56741,129543,18951,39232,19402,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,"Note: case counts provided today are preliminary, will return to regular reporting of COVID-19 cases, vaccinations, hospitalizations and deaths, and cases and hospitalizations by vaccination status, on Tuesday, Jan. 4",,
2022-01-04,2542,,1674,266710,57066,131001,19305,39499,19527,312,298,,86,236309,4,,2427,27106,12876,5146819,0.19742156,0.051820357,,,,,,,,,
2022-01-05,3798,,1685,270508,57906,132740,19871,39972,19706,313,317,,83,237195,0,,2427,29967,14967,5161935,0.253758268,0.052404379,,,,,,,,,
2022-01-06,3223,,1686,273731,58568,134278,20288,40380,19900,317,324,,90,238524,3,,2430,31817,14424,5176497,0.223447033,0.052879582,,,,,,,,,
2022-01-07,3144,,1692,276875,59051,135694,20763,40906,20144,317,349,,93,240198,9,,2439,33184,15113,5191717,0.208032819,0.053330141,,,,,,,,,
2022-01-08,2573,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-09,2287,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-10,2106,,1696,283841,60118,138366,22012,42299,20728,318,431,,95,243953,7,,2446,34551,11476,5230482,0.183513419,0.0542667,,,,,,,,,
2022-01-11,2239,,1705,286080,60501,139173,22574,42617,20895,320,469,,97,244551,3,,2449,38087,12308,5242905,0.181914202,0.05456517,,,,,,,,,
2022-01-12,2612,,1713,288692,61023,140069,23039,43124,21117,320,500,,102,246693,6,,2455,36394,14787,5257817,0.176641645,0.054907198,,,,,,,,,
2022-01-13,2554,,1719,291246,61508,140954,23451,43586,21421,326,534,,102,249458,7,,2462,36049,14717,5272664,0.173540803,0.055236973,,,,,,,,,
2022-01-14,2275,,1724,293521,62031,141767,23748,43998,21648,329,646,,95,251846,6,,2468,35943,13688,5286492,0.166203974,0.055522831,,,,,,,,,
2022-01-15,2383,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-16,1733,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,
2022-01-17,1509,,1730,299146,63186,143651,24429,45343,22204,333,819,,99,257677,22,,2490,35985,9755,5322413,0.154689903,0.056204958,,,,,,,,,
2022-01-18,1975,,,301121,63689,144382,24604,45821,22292,333,854,,112,258417,2,,2492,37167,10408,,0.189757879,#DIV/0!,,,,,,,,,
2022-01-19,2387,,1742,303565,64155,145164,24941,46372,22596,335,895,,115,262591,13,,2505,35770,12135,5345192,0.19670375,0.05679216,,,,,,,,,
2022-01-20,2150,,0,305715,64609,145740,25295,46935,22799,335,891,,119,265765,15,,2520,34835,12189,,0.176388547,#DIV/0!,,,,,,,,,
2022-01-21,2364,,1742,308079,65108,146428,25629,47590,22989,335,924,,130,269137,9,,2529,33997,11902,,0.19862208,#DIV/0!,,,,,,,"Note: Recovered Cases, Overall B.C. Average Testing Rate, and Total Tests have all been removed from the BC Covid Dashboard and won't be shown going forward. ",,
2022-01-22,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,1345,,1745,313076,65970,148130,26255,48841,23544,336,987,,129,276529,2,,2553,31822,8514,,0.1579751,,,,,,,,,,
2022-01-25,1711,,1744,314787,66306,148610,26492,49278,23761,340,930,,144,277285,1,,2554,32733,8036,,0.212916874,,,,,,,,,,
2022-01-26,2086,,1744,316873,66770,149390,26711,49733,23929,340,949,,136,282189,21,,2575,30058,10940,,0.190676417,,,,,,,,,,
2022-01-27,2033,,1744,318906,67148,150075,26977,50272,24094,340,977,,141,"284,832",13,,2588,29556,11162,,0.182135818,,,,,,,,,,
2022-01-28,2137,,1744,320540,67542,150815,27241,50841,24264,340,990,,141,"286,134",9,,2597,30515,10261,,0.208264302,,,,,,,,Data correction affected totals reported on the Data portal on this date (numbers are from BC Gov News report),,
2022-01-29,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,1057,,1749,324615,67906,151509,27884,52140,24827,349,1048,,138,293124,19,,2616,27454,7497,,0.140989729,,,,,,,,,,
2022-02-01,1236,,1751,325851,68118,151762,28072,52546,24998,353,1035,,139,293488,28,,2625,28302,8848,,0.139692586,,,,,,,,,,
2022-02-02,1776,,1755,327625,68366,152269,28294,53148,25195,353,988,,136,297682,18,,2643,25959,10097,,0.17589383,,,,,,,,,,
2022-02-03,1518,,1755,329143,68583,152693,28511,53579,25422,355,985,,145,299657,13,,2656,25554,8749,,0.173505544,,,,,,,,,,
2022-02-04,1495,,1758,330638,68760,153042,28729,54112,25638,357,946,,139,301573,19,,2675,25175,10349,,0.144458402,,,,,,,,,,
2022-02-05,1326,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-06,1118,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-07,843,,1761,333925,69200,153906,29207,55111,26137,364,987,,141,306419,32,,2707,23739,7531,,0.111937326,,,,,,,,,,
2022-02-08,1117,,1766,335042,69380,154095,29382,55487,26329,369,986,,146,306888,0,,2707,24372,7128,,0.156705948,,,,,,,,,,
2022-02-09,1187,,1770,336229,69527,154411,29545,55857,26520,369,893,,143,310533,18,,2725,21974,9275,,0.127978437,,,,,,,,,,
2022-02-10,1318,,1770,337547,69695,154686,29744,56301,26752,369,867,,138,no longer reported,5,,2730,no longer reported,9863,,0.133630741,,,,,,,,"As of today, the number of active cases and those that have discontinued isolation have been removed from the COVID-19 pandemic update and will no longer be updated on the daily BCCDC dashboard.",,
2022-02-11,1038,,1781,338585,69820,154905,29926,56649,26915,370,846,,136,,17,,2747,,9649,,0.107575915,,,,,,,,,,
2022-02-12,1151,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-13,883,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-14,667,,1781,341286,70315,155688,30349,57325,27239,370,803,,119,,17,,2764,,6486,,0.102836879,,,,,,,,,,
2022-02-15,519,,1790,341532,70177,155553,30427,57612,27384,379,787,,124,,2,,2766,,6659,,0.077939631,,,,,,,,,,
2022-02-16,750,,1793,342282,70270,155720,30532,57889,27492,379,762,,121,,11,,2777,,7591,,0.098801212,,,,,,,,,,
2022-02-17,657,,1793,342939,70348,155875,30635,58087,27615,379,744,,120,,5,,2781,,8377,,0.078429032,,,,,,,,,,
2022-02-18,692,,1793,343361,70423,156032,30740,58304,27753,379,733,,113,,5,,2786,,6655,,0.103981968,,,,,,,,,,
2022-02-19,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-20,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-22,364,,1796,345397,70623,156458,31015,58964,27953,384,688,,108,,0,,2830,,6142,,0.059264083,,,,,,,,,,
2022-02-23,799,,1796,346196,70675,156567,31155,59244,28167,388,653,,108,,1,,2831,,6654,,0.120078149,,,,,,,,,,
2022-02-24,597,,1800,346793,70739,156685,31268,59438,28275,388,612,,102,,9,,2840,,8898,,0.067093729,,,,,,,,,,
2022-02-25,538,,1801,347331,70803,156779,31363,59639,28359,388,599,,96,,12,,2851,,8275,,0.065015106,,,,,,,,,,
2022-02-26,398,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-27,297,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-02-28,279,,1801,348305,70903,157009,31578,59958,28469,388,549,,85,,22,,2873,,6108,,0.0456778,,,,,,,,,,
2022-03-01,466,,1802,348771,70934,157110,31673,60151,28514,389,523,,83,,0,,2873,,5831,,0.079917681,,,,,,,,,,
2022-03-02,442,,1802,349213,71003,157221,31771,60256,28573,389,517,,73,,10,,2883,,6928,,0.063799076,,,,,,,,,,
2022-03-03,391,,1802,349604,71046,157309,31856,60356,28648,389,511,,79,,13,,2896,,7074,,0.05527283,,,,,,,,,,
2022-03-04,340,,1803,349944,71087,157380,31921,60469,28698,389,484,,69,,8,,2903,,7074,,0.048063331,,,,,,,,,,
2022-03-05,385,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-06,327,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-07,285,,1803,350941,71296,157643,32125,60711,28777,389,449,,63,,11,,2914,,3284,,0.086784409,,,,,,,,,,
2022-03-08,254,,1803,351141,71261,157624,32194,60842,28831,389,419,,63,,1,,2915,,4028,,0.06305859,,,,,,,,,,
2022-03-09,274,,1803,351415,71297,157672,32271,60926,28860,389,405,,58,,14,,2929,,5604,,0.048893647,,,,,,,,,,
2022-03-10,336,,1803,351751,71346,157737,32324,61041,28914,389,388,,52,,4,,2932,,6244,,0.053811659,,,,,,,,,,
2022-03-11,288,,1805,352039,71393,157808,32371,61134,28944,389,368,,46,,3,,2935,,5777,,0.049852865,,,,,,,,,,
2022-03-12,280,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-13,211,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-14,198,,1805,352728,71559,158021,32473,61284,29002,389,359,,51,,14,,2946,,2458,,0.080553295,,,,,,,,,,
2022-03-15,237,,1805,352965,71599,158091,32507,61353,29026,389,345,,50,,0,,2946,,3836,,0.061783107,,,,,,,,,,
2022-03-16,235,,1812,353139,71559,158091,32537,61535,29049,389,329,,51,,8,,2954,,5477,,0.042906701,,,,,,,,,,
2022-03-17,240,,1812,353379,71611,158138,32578,61601,29083,389,298,,49,,7,,2961,,5276,,0.045489007,,,,,,,,,,
2022-03-18,199,,1811,353578,71626,158172,32621,61673,29097,389,290,,46,,6,,2967,,,,#DIV/0!,,,,,,,,,,
2022-03-19,200,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-20,170,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-21,136,,1811,354084,71700,168286,32719,61841,29149,389,271,,49,,8,,2974,,2918,,0.046607265,,,,,,,,,,
2022-03-22,250,,1812,354334,71743,158319,32773,61939,29170,390,254,,48,,0,,2974,,3552,,0.070382883,,,,,,,,,,
2022-03-23,269,,1812,354603,71794,158368,32826,62012,29213,390,258,,49,,1,,2975,,4641,,0.057961646,,,,,,,,,,
2022-03-24,271,,1812,354874,71824,158422,32886,62108,29244,390,255,,52,,6,,2981,,4913,,0.05515978,,,,,,,,,,
2022-03-25,218,,1812,355092,71852,158467,32933,62188,29262,390,260,,50,,2,,2983,,4752,,0.045875421,,,,,,,,,,
2022-03-26,207,,,,,,,,,,,,,,,13,,,,,#DIV/0!,,,,,,,,,,
2022-03-27,197,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-03-28,152,,1813,355648,71961,158577,33084,62332,29304,390,288,,48,,0,,2989,,2795,,0.054382826,,,,,,,,,,
2022-03-29,287,,1813,355935,72028,158652,33147,62393,29325,390,273,,46,,1,,2990,,3521,,0.081510934,,,,,,,,,,
2022-03-30,291,,1813,356252,72081,158712,33204,62495,29344,390,276,,43,,6,,2996,,5045,,0.057680872,,,,,,,,,,
2022-03-31,249,,1814,356501,72121,158744,33277,62583,29386,390,281,,42,,2,,2998,,5225,,0.047655502,,,,,,,,,,
2022-04-01,271,,1813,356772,72158,158811,33320,62680,29413,390,274,,35,,4,,3002,,4756,,0.056980656,,,,,,,,,,
2022-04-02,274,,,,,,,,,,,230,,,,20,,,,,#DIV/0!,,,,,,,,,,
2022-04-03,199,1703,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-04,255,,,357500,72309,159029,33474,62848,29449,391,321,,36,,,,,,,,#DIV/0!,"Note: The numbers of total and new cases are provisional and will be updated when verified in the weekly report starting Thursday, April 7, 2022.An update on number of deaths related to COVID-19 will be provided on Thursday, April 7, 2022.",,,,,,,,,
2022-04-05,258,,,357758,72346,159105,33523,62933,29460,391,334,,35,,,,,,,,#DIV/0!,"Note: The numbers of total and new cases are provisional and will be updated when verified in the weekly report starting Thursday, April 7, 2022.An update on number of deaths related to COVID-19 will be provided on Thursday, April 7, 2022.",,,,,,,,,
2022-04-06,,,,,,,,,,,,,,,,,,,,,#DIV/0!,"Note: The numbers of total and new cases are provisional and will be updated when verified in the weekly report starting Thursday, April 7, 2022.An update on number of deaths related to COVID-19 will be provided on Thursday, April 7, 2022.",,,,,,,,,
2022-04-07,,,,357242,72259,158933,33435,62781,29443,391,324,,38,,11,,3004,,29240,,0,"transitioning from daily to weekly reporting; ""currently hospitalized"" and ""ICU"" will be for the day of report",,,,,,,,,
2022-04-08,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-09,,1770,,359002,72566,159441,33754,63300,29550,391,,233,,,,23,3036,,29532,,0.059934986,,,,,,,,,,
2022-04-10,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-12,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-13,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-14,,,,,,,,,,,364,,36,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-15,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-16,April 10-16,2036,,361034,72897,160020,34133,63896,29697,391,,238,,,,27,3077,,26872,,#VALUE!,,,,,,,,,,
2022-04-17,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-19,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-20,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-21,,,,,,,,,,,485,,38,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-22,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-23,April 17-23,2276,,363302,73266,160852,34506,64472,29815,391,,418,,,,,,,26923,,#VALUE!,,,,,,,,,,
2022-04-24,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-26,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-27,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-28,,,,,,,,,,,570,,47,,,42,3147,,,,#DIV/0!,,,,,,,,,,
2022-04-29,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,
2022-04-30,april 24-30,2283,,365577,73648,161720,34884,64991,29943,391,,375,,,,50,3226,,,,,,,,,,,,,,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,,,,,,,,,,,550,,39,,,,,,27127,,,,,,,,,,,,
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,,1987,,367559,,,,,,,,331,,,,59,3307,,,,,,,,,,,,,,
2022-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,,,,,73975,162462,35256,65435,30040,391,596,,54,,,,,,25496,,,,,,,,,,,,
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,,1358,,370559,74596,163515,35753,66085,30219,391,,,,,,42,3469,,,,,,,,,,,,,,
2022-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,,,,,,,,,,473,,42,,,,,,22210,,,,,,,,,,,,
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,,1163,,371720,,,,,,,,,,,,44,3547,,20182,,,,,,,,,,,,
2022-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,,,,,,,,,,,,421,41,,,,,,,,,,,,,,,,,,
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,,895,,372611,75085,164254,36100,66451,30330,391,,,,,,43,3614,,19929,,,,,,,,,,,,
2022-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,,,,,,,,,,,325,,28,,,,,,,,,,,,,,,,,,
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,,642,,373974,,,,,,,,,,,26,,3722,,12215,,,,,,,,,,,,
2022-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,,,,,,,,,,,273,,28,,,,,,,,,,,,,,,,,,
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,,765,,375357,,,,,,,,,,,24,,3788,,12104,,,,,,,,,,,,
2022-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,,,,,,,,,,,369,,36,,,,,,,,,,,,,,,,,,
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,,1044,,377372,,,,,,,,,,,21,,3855,,11194,,,,,,,,,,,,
2022-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,,,,,,,,,,,406,,30,,,,,,,,,,,,,,,,,,
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,,983,,379274,,,,,,,,,,,,28,3940,,14324,,,,,,,,,,,,
2022-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,,,,,,,,,,,410,,38,,,,,,,,,,,,,,,,,,
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
